9.394132649203928986e-01,1.243252544572168439e-01
1.294245848286586231e-01,6.828328140238932864e-01
1.198267159946126842e-01,6.133518907129852371e-01
1.332088262880979923e-01,1.009681670553519983e-01
4.458100559930415763e-01,9.088269890264202289e-01
1.843690144538032427e-01,8.816179722748329617e-02
5.592447312782387048e-01,9.154254259998269028e-01
1.911611126057418319e-03,7.015581338403470424e-01
1.295328478922221083e-01,3.791733012589296736e-01
3.398034615152359939e-01,1.185039098751207304e-01
8.701057634543611918e-01,2.582719765629069575e-01
1.863471776760945720e-01,6.396951194219258063e-01
7.192050690088365450e-02,3.882247314841514862e-01
1.324338392897342065e-01,1.170458265486125776e-01
3.861456324352265934e-01,8.678694066911197824e-01
1.308769648468960378e-01,4.717317156675066570e-01
5.496533316595688667e-01,9.414246703523149185e-01
8.226668745067773625e-02,7.311723214763596879e-01
6.649942602849029383e-02,5.633620395096858857e-01
1.709287269713588853e-01,7.026414397558969349e-02
9.768309669465209399e-01,1.452692146781232596e-01
1.723561857320994595e-01,5.754400271760841123e-01
2.806585271912363788e-02,3.861091067975498947e-01
1.100259942447771588e-01,2.593407770623596953e-01
3.507728603762536035e-01,8.077486546052738969e-01
1.905209697075420927e-01,5.089819578056991034e-01
5.982074603355844733e-01,9.216607349072738486e-01
1.302853827731163538e-01,6.739908223405340904e-01
1.045852055935510283e-01,5.090936814114304099e-01
1.801162519509907078e-01,6.271205459007005156e-02
9.915624599791981186e-01,1.104774917010060004e-01
1.856128372065114496e-01,5.222539995237649585e-02
1.943708423455271506e-01,3.666276860863567633e-01
1.290782949217038345e-01,4.361057602615026618e-01
5.913380231752802807e-01,9.483877340569617509e-01
1.482390718594661372e-01,4.319540981404133562e-01
9.431543793083089211e-01,1.687581505105717750e-01
1.495838761302646092e-01,1.515474628289863179e-01
6.247625940363185637e-02,5.883393374419132460e-01
2.258457148159006833e-01,3.774126814692633364e-02
7.902589611603728914e-02,5.098602518093990899e-01
3.910968062318154193e-01,8.723473046169655243e-01
1.873812244532522819e-01,6.563883035877536853e-01
1.020859518054902798e-01,7.168541847961488189e-01
0.000000000000000000e+00,7.115221148921574423e-01
1.356442770510364604e-01,5.962171072784718667e-02
1.074760395400971985e-01,5.144599515565522196e-01
1.708301042855767671e-01,6.247322519361755422e-01
9.547753897659028155e-01,2.165100135520768299e-01
9.882273332407643940e-01,1.520997568899510877e-01
1.023952913026523193e-01,5.170330426861463602e-01
1.350122965788770890e-01,5.801276990859863814e-01
6.660686960277356627e-02,7.260863408076375647e-01
6.506664498333124269e-02,5.794715206892762094e-01
1.175050276206783956e-01,6.742572045407551062e-01
9.420198644783734920e-01,2.160336609834150046e-01
1.866134853510759972e-01,6.280249730824598586e-01
1.249458609138746207e-01,6.344546259876684413e-01
6.593794945332007718e-01,9.753592717724691719e-01
8.964481425415972426e-02,2.097989556044937698e-01
1.344969273798556630e-01,6.767770458469811456e-02
5.951958749712313312e-02,7.367856226217107674e-01
1.295319546395740096e-01,8.478268928372145741e-02
9.274794672867912870e-02,1.830039597160901810e-01
4.412170243270519543e-01,9.128778601700974216e-01
6.719112355407552695e-01,9.707617259896581530e-01
6.430527247279615999e-01,9.641075538230563513e-01
7.196302711087357862e-01,9.305894208515304022e-01
3.025701356103429607e-01,8.425081600723007824e-01
3.580423201101144010e-02,6.144601802634174215e-01
1.816836556097573552e-01,6.764161516267334084e-01
1.810353818743254684e-01,3.970622689818896212e-01
9.695209173490443311e-01,1.472569308589102566e-01
2.015530819859732981e-01,2.648523941754468702e-02
1.886201460164021459e-01,3.602304397188351714e-01
1.249562711430770162e-01,5.808138411537141499e-01
7.131643862756249785e-02,5.550710180527310689e-01
1.292566204714628852e-01,6.605961970163204411e-01
9.431421034817294435e-01,1.348618383294012124e-01
9.842911101504183691e-01,1.201071071940463253e-01
1.541783007447278253e-01,6.075093349266547094e-01
2.323061080437535675e-02,7.164423754080888607e-01
6.224907935384371704e-01,9.523296776748084724e-01
1.133237763752670546e-01,1.610393944290665624e-01
4.783952149348796173e-02,4.066272520901000331e-01
1.446586689953536231e-01,7.113446638419931300e-01
1.354725029993731900e-01,7.161671077661524443e-01
2.233523101368042330e-01,7.823103385386614983e-01
5.844803932234863275e-01,9.395597731551860177e-01
1.140734735708774789e-01,1.144675615039675576e-01
1.719229506466784796e-01,6.730265376379394038e-01
7.657703683972458264e-02,2.311714782458176298e-01
2.371303968359918801e-01,4.919495146677345387e-02
1.460105557242266650e-01,7.198648474441877720e-01
2.543619155152317818e-02,7.176008601658866448e-01
3.488066043087835744e-01,8.059241334233891996e-01
8.575902854654270102e-02,5.709423059275787748e-01
3.593645404786184883e-01,8.570413997140358120e-01
1.084769026773994421e-01,1.288576178241500336e-01
1.514068815485983543e-01,7.413322566918909562e-01
3.884471891017712841e-01,8.736288113091559282e-01
9.319829201285596554e-01,3.021226449402493186e-01
1.781800126918417215e-01,4.268101117128495492e-01
4.132748806560209570e-02,5.139119201738121534e-01
5.134028753717869709e-01,8.977551364996360084e-01
2.184851241828506818e-01,1.770963156254166948e-02
4.351007205876640804e-01,8.515537957305492345e-01
1.786659705556282729e-01,5.973581963606120482e-01
6.861397785206800604e-02,7.256075382557485298e-01
1.554690938661037469e-01,4.703853974601260868e-01
2.925859714655423272e-01,8.014979483876949473e-01
3.351980872903224662e-01,8.244327319420460265e-01
2.811689326065983444e-02,7.243950985953636623e-01
4.170524862120063986e-02,4.778973812926480824e-01
7.957709021128274440e-02,5.748147642401970625e-01
7.897270660830431332e-02,5.619584167539511954e-01
9.124727669588342249e-02,4.240847554483938020e-01
1.109579458364156057e-01,4.983454020468628398e-01
7.258486864389659433e-03,7.154338048758335233e-01
2.296567352792476258e-01,5.780866571288328232e-02
1.731749229493049769e-01,3.538912360404388724e-01
2.246428253407753428e-01,8.260758413440100201e-01
7.191692522811597710e-02,6.118073133076065151e-01
7.291809851467659365e-02,5.441580559760305080e-01
3.863782812824307356e-01,8.828755540528118173e-01
1.528986936346332370e-01,1.515416684684819937e-01
9.590558924896591675e-01,1.882330295356230976e-01
5.340104713289440391e-02,6.168852762192466033e-01
2.411486138979703486e-01,8.677215471883825693e-02
6.235453868879066441e-02,5.996120731803269432e-01
9.733849680060552290e-01,1.582102757711348340e-01
2.106057510978640301e-01,4.463454029037846604e-01
3.232666180927196847e-02,4.059493588584636714e-01
9.641058693580582817e-02,2.691253115062774426e-01
2.353269085582172793e-01,8.090092186870430080e-01
1.203844146771152757e-01,4.874461317253083181e-01
6.772513024980861829e-01,9.545952308658093299e-01
1.941610168382120610e-02,7.100388014693469474e-01
1.121399095066730328e-01,5.176648231739028327e-01
2.095369256093399246e-01,2.910258749979657486e-02
9.586536348664107532e-01,1.460650715781256492e-01
1.978801152791661022e-01,6.189421418261839003e-01
2.512861178408807780e-02,4.709946442493090357e-01
1.233645478446828841e-01,7.914202964300849630e-02
2.714422576227410455e-01,8.451671433561580571e-01
1.019247267948914237e-01,4.852498293486025571e-01
6.645759999473807023e-01,9.456265866189161873e-01
4.963169099774814713e-02,7.267066406515755306e-01
2.336168765962466920e-01,5.814801728450783580e-01
2.137627014292819150e-01,5.731495238190328911e-02
9.604305814811132658e-01,2.658241564477054064e-01
1.924166615447035211e-01,5.112014332351665358e-01
2.183806153998447269e-02,4.703435144558748560e-01
9.124520748241944645e-02,2.835124225980638624e-01
2.541508477252197307e-01,8.236042082397624364e-01
3.062164538363152388e-01,4.465660408831698680e-01
6.428079585467211254e-01,9.634525855167737074e-01
1.559571506016846874e-02,7.186698819715336972e-01
8.971789123287282619e-02,6.381755763362382261e-01
2.105712728211669160e-01,6.036033479625905335e-02
9.899263973448046983e-01,1.411798236305913390e-01
1.870481852410403045e-01,8.502442550800652643e-02
1.148628240300871572e-01,5.007443009015110080e-01
1.338176074605852417e-01,5.129427993605391034e-01
6.844852540587483825e-01,9.847753172852984349e-01
1.215983259848699011e-01,5.135791421815993907e-01
9.885554610873529269e-01,1.354239404405946645e-01
2.256664279955349350e-01,7.938219843434628220e-02
1.122059741377494091e-01,5.522536432459671518e-01
2.077110553587451225e-01,1.513655536271470668e-02
6.748748941045629168e-02,5.648293809065599858e-01
2.569962422957643988e-01,8.374190567352386427e-01
1.881366341904145145e-01,5.324144503295713537e-01
2.062177632679788875e-02,6.981612877680466456e-01
2.291364746623844248e-02,6.815052571756049504e-01
9.355619017117418335e-02,1.864813737672043614e-01
1.488811971721243077e-01,4.477538918312618521e-01
2.242415038902154101e-01,4.930949061971572345e-01
9.814392493125485561e-01,1.292719855931206419e-01
8.840243586219185268e-01,2.957949918634209530e-01
3.817516884987762898e-02,4.312418139323663802e-01
2.702164338299701402e-02,4.539194178644470612e-01
1.863717300869516605e-02,7.160724491135347369e-01
1.072906234313353441e-01,4.324846302031979395e-01
6.542948923513848547e-02,4.794119736058323755e-01
9.485602337854176502e-01,2.228395436278204078e-01
1.878503176641971029e-01,5.696396454722495450e-01
4.971758953549557103e-02,4.770823180376269623e-01
6.393327845743376203e-01,9.323919089128303028e-01
1.426789024546490647e-01,6.224036417287789197e-02
1.109868614333172215e-01,1.142851699182219766e-01
3.511001965445704337e-02,7.144053602294238026e-01
1.619283175668868036e-01,1.666045121923967476e-01
1.243701224404522993e-01,9.627140110449239341e-02
2.932225837170784333e-01,8.526685800021521766e-01
6.091001574772874072e-01,9.568302839846467567e-01
6.520798146548493213e-01,9.529567956101888671e-01
6.699045683475667312e-01,9.628704908650647099e-01
2.721383346989134644e-01,8.325022864839113357e-01
2.060637321601108962e-01,1.172420839937673293e-01
2.084210006555576589e-01,6.930585348209878926e-01
1.368092506500418193e-01,4.701046321444851128e-01
9.864353230895948066e-01,1.443465361396505942e-01
2.038784555406598087e-01,1.171915463074707925e-01
1.798303103719308960e-01,4.758438090206547066e-01
3.686619300823390510e-02,4.619614771813299603e-01
5.099613044439369608e-02,5.377652081565358344e-01
3.993728314508920851e-02,4.689955474240594113e-01
8.736219236054767467e-01,3.349957965362728718e-01
9.156392004402555962e-01,3.250418314504216477e-01
1.911114801744823177e-01,5.722827657402258517e-01
2.653912149434535864e-02,7.058302025494508358e-01
6.975380754965410102e-01,9.442046179761995894e-01
9.772075128969184843e-02,1.936884392636026575e-01
3.657874855240420692e-02,4.623800720027721467e-01
1.493802747258463903e-01,6.031681068618754971e-01
3.663583535731703561e-02,7.087492242428700129e-01
8.464133558406765345e-02,2.123551061530379036e-01
2.040278620706553192e-01,5.144562115280542081e-01
1.051231272926513444e-01,1.804733655521492675e-01
2.189651176992503945e-01,1.281914637748897412e-01
1.810709339174210730e-01,6.429015777629620843e-01
9.941885106647048095e-03,7.030540201898650698e-01
6.044648272913988318e-01,9.560731230820056492e-01
2.802977738751064041e-01,5.527481948197228157e-01
2.764989443988419282e-01,8.561743049294826546e-01
7.709573878204670216e-02,3.742452977581467444e-01
1.875943284448051696e-01,6.600579359909393151e-01
2.652934832302184520e-01,8.380039883365326681e-01
9.907394823127610994e-01,1.226442765014414127e-01
1.083514424280365707e-01,5.138687561187419428e-01
7.144037156870179650e-02,4.626942465234453739e-01
6.480460449796791034e-01,9.287367166719260325e-01
1.905588856045775381e-01,8.045187914646385885e-02
7.346464698382577652e-01,8.932796529552284870e-01
2.039397431927285065e-01,6.687147302698571716e-01
5.475981126746985728e-03,7.073750767558305563e-01
1.335529011472912364e-01,5.340299061455023866e-01
2.352480630105170945e-01,8.078133829738806115e-01
2.426710851788609347e-01,8.120715376083958992e-01
3.206875396759393398e-02,7.240608156972303533e-01
1.306710956208955443e-01,5.091647556828651222e-01
9.412488962846132790e-02,6.165588975513838221e-01
7.203171359372718963e-02,4.657221342847248091e-01
5.166781484324802637e-02,5.061790511851721464e-01
8.845522723525595099e-02,5.604404749347855486e-01
1.186015805985646543e-01,5.072734012932033076e-01
2.818613182018486207e-01,7.986012482188945549e-01
1.103748928698765203e-01,5.531708267616797237e-01
1.105505507495816581e-01,5.512720985322988598e-01
2.356728976866981351e-01,8.279557250061071461e-01
2.631963313966173001e-01,1.254978701368149041e-01
9.641620506118623313e-01,1.914869340263309350e-01
1.832066335650829880e-01,5.064086924069387541e-01
2.875228601072754575e-01,2.436232693733657306e-01
1.402793892899924511e-01,5.654766334516477810e-01
8.941604324466889686e-01,1.948419150839144631e-01
9.261245459799855029e-02,6.623090773136539600e-01
3.593338837287206322e-02,3.503759020835146010e-01
1.159534328447322932e-01,1.313302856132545493e-01
3.106607188506588790e-01,8.564382815602717969e-01
2.653010343652245639e-01,1.490075426446787199e-01
7.011160296161516037e-01,9.320556955738290572e-01
1.033844272001117025e-02,7.017378400358548207e-01
1.901026501595901863e-01,3.357793633867355299e-01
1.086718989800363466e-01,4.788066751964515921e-01
1.000000000000000000e+00,1.249734037122244984e-01
1.637361766085289327e-01,7.187064881641720415e-01
2.534645440696613530e-02,3.651935124240794917e-01
1.493154916756152251e-01,1.709566133791361187e-01
3.499986784070276413e-01,9.063345206970380152e-01
8.749577022100046841e-02,5.176954945696877752e-01
6.755467144854262473e-01,9.572138688673322848e-01
2.048210201971867664e-02,7.121058841378294924e-01
9.984754888855010280e-02,5.434783444163848731e-01
4.720391558964245893e-02,6.405746377541248204e-01
9.076839558957298104e-01,1.651848510557739902e-01
1.474102320236584385e-01,6.980307243867825973e-01
3.284273332041980076e-02,3.638207749207971187e-01
1.523990085064120259e-01,6.607666768402305213e-02
3.889033186499692984e-01,8.950121454046104930e-01
2.129842522525205450e-01,3.273419452568889221e-01
6.889394024499035929e-01,9.405927883651975518e-01
2.988365593714780583e-02,7.088879980593368879e-01
1.171857065672375076e-01,5.731093815518384371e-01
2.040465764940797289e-01,2.963785966236856181e-02
9.052286621276318668e-01,1.897943492461757198e-01
2.367418938035121545e-01,3.019109683233762650e-02
2.599146625124221788e-01,2.675997817249040622e-01
2.857090720601879186e-01,3.170308125022516799e-01
6.767696355421662924e-01,9.853820818804359671e-01
2.696342192851509112e-01,1.691788437333802408e-01
8.431397307307996192e-01,1.318529546418930054e-01
2.262821178734266137e-01,1.694761692368725314e-01
1.313746415938850109e-01,4.211206381794059261e-01
2.747866723149780532e-01,4.367061886744676852e-02
1.311309115496237243e-01,4.500890205226809604e-01
4.166982966912569641e-01,9.162040990286599573e-01
9.942992431739994252e-02,6.420356887317683059e-01
5.406333681619511847e-03,6.906051959683303654e-01
3.181962205266481575e-02,6.788558294934685655e-01
1.367607331070073984e-01,1.092394805812743619e-01
2.149621440670980987e-01,3.033026307084147888e-01
1.815834570028284911e-01,7.176861700538118560e-01
9.290910359522966955e-01,2.927877368217775000e-01
9.672476577203551473e-01,1.779573544970420307e-01
3.356861020358170578e-02,3.486558759479473357e-01
3.910202021406856271e-02,4.004036298804459770e-01
2.973192697830453340e-02,6.591600750795966190e-01
1.917711064334967352e-01,2.428985488216767741e-01
3.355456927197707911e-02,3.630762171191861953e-01
9.797090864164965662e-01,1.416899775158304564e-01
1.917071737986257574e-01,6.619649515686031327e-01
2.650931607329161735e-02,3.600020041081138933e-01
6.599529935109488266e-01,9.081294271581302757e-01
8.871978255296343596e-02,1.879944281017122409e-01
1.407456523195692866e-01,1.185305319115381312e-01
3.343852991116629675e-02,6.876507497089752174e-01
1.487550969761884112e-01,5.091761385633965936e-02
1.295318341892941760e-01,1.073582441224226330e-01
4.051094404662888282e-01,9.157686678665332147e-01
7.366540991249848069e-01,9.387962202916921850e-01
7.051892224850107027e-01,9.621212176788848103e-01
6.982389972993495730e-01,9.906418028961764266e-01
4.645060222322432986e-01,9.138283355772036654e-01
7.832009854227058032e-02,5.997589984984348366e-01
1.011078194833040234e-01,6.761360893620986801e-01
1.922100233783075873e-01,4.720872444390905032e-01
8.862129509755189982e-01,1.674292505729216285e-01
4.279985094174130339e-02,6.330526282244158809e-01
2.300021925502209741e-01,3.275615462897768504e-01
2.403109078063588727e-02,3.616808676722352289e-01
2.004698625144935853e-01,3.449259839010044293e-01
3.317015876969896249e-02,3.554345800453676540e-01
9.656703872791361221e-01,1.505827489073176539e-01
8.998587832547817467e-01,1.544864209629756846e-01
1.107363033262766527e-01,6.849998805918589007e-01
4.395473529969003146e-02,6.815006884418137734e-01
6.467601600649037774e-01,9.760272994779018996e-01
1.373987412654861240e-01,1.240045988921193026e-01
3.746824804552869453e-02,3.647520579207346736e-01
1.349602863365742533e-01,6.771696509055458169e-01
1.992083785160716700e-02,7.050598820734067518e-01
3.558620941543931271e-01,9.082435108920987599e-01
7.088336294029747853e-01,9.630882277695397287e-01
1.269122238345936349e-01,1.083430561456764224e-01
1.075597872676502947e-01,6.910939869103893685e-01
9.130645700582479263e-02,2.068624775715735831e-01
1.161913215266355409e-01,5.339230787883926244e-01
1.120371613519532683e-01,6.401297011271527282e-01
4.808950631864970272e-03,6.840522091495030432e-01
6.918981324703223912e-01,9.811015552203605772e-01
1.250629498325059874e-01,5.131439232230304848e-01
4.530577516959167217e-01,8.878778642485311012e-01
1.020376684983084065e-01,2.446503977615901437e-01
6.668514080952273049e-02,6.624029665328201588e-01
2.696049678918029935e-01,8.539181040239627318e-01
9.608596873413156603e-01,1.280063577892846249e-01
2.364755317323625761e-01,1.675916308118029219e-01
1.649953694007823268e-01,5.704574053272187112e-02
