0.000000000000000000e+00,2.605211799367217890e-02,7.624225713040534425e-01,5.024972282259192458e-01,4.882425450002405576e-01
2.514279834805756980e-03,6.849071379471534382e-02,7.731098185265206091e-01,5.031742921569377636e-01,4.669392867968407135e-01
5.028559669611513960e-03,1.234583643043211110e-01,7.869506122328631115e-01,5.039209500720479573e-01,4.393505708786754060e-01
7.542839504417270940e-03,7.842511991001396288e-01,9.533611159710215777e-01,5.058878049599619953e-01,1.076560683057177087e-01
1.005711933922302792e-02,9.654251903583400685e-01,9.989772666557159564e-01,5.074767513779621098e-01,1.675551838684712080e-02
1.257139917402878490e-02,1.002834171462221868e-01,7.810956999625471298e-01,5.059830972884510336e-01,4.510249430084097844e-01
1.508567900883454188e-02,3.010866980478478783e-01,8.316523166353805285e-01,5.074429487962268670e-01,3.502661546400117065e-01
1.759995884364029886e-02,1.474109121667412647e-01,7.929418139805811672e-01,5.075861612017864566e-01,4.274203331695152763e-01
2.011423867844605584e-02,1.582343974095577199e-01,7.956534299146161837e-01,5.083678736354069194e-01,4.220206128593468331e-01
2.262851851325181282e-02,6.526194121671761994e-02,7.722287606665382276e-01,5.085718947406394630e-01,4.687043936794110244e-01
2.514279834805756980e-02,7.632155608776560740e-01,9.479356812673199739e-01,5.136649073380871178e-01,1.186643855079564241e-01
2.765707818286332678e-02,6.648317228003373103e-01,9.231378423524780885e-01,5.140963504787702254e-01,1.680940165824570676e-01
3.017135801766908376e-02,9.129447877604446315e-01,9.855658224197922923e-01,5.170351479806912787e-01,4.383993449237595652e-02
3.268563785247484421e-02,3.199878285100348219e-01,8.362721569292939083e-01,5.133669855513836033e-01,3.411480971572920518e-01
3.519991768728059772e-02,7.323003892143923332e-01,9.400197645911905209e-01,5.178564464581852933e-01,1.346243952241442110e-01
3.771419752208635123e-02,9.039551970384724910e-01,9.831800323735393476e-01,5.205827294073416267e-01,4.881082523421079178e-02
4.022847735689211168e-02,1.355603943035199599e-01,7.897704911600541555e-01,5.140065322141641468e-01,4.337911970966015218e-01
4.274275719169787213e-02,2.585410056131144385e-01,8.206848433042103208e-01,5.160486107679295165e-01,3.722548189438493194e-01
4.525703702650362564e-02,6.073454730445692062e-01,9.084057122709479071e-01,5.208186863484830509e-01,1.977491654024140511e-01
4.777131686130937915e-02,7.711792866794453527e-01,9.495725937117189819e-01,5.238057402715143862e-01,1.159695106388750202e-01
5.028559669611513960e-02,9.300332179188948167e-01,9.894741581157110444e-01,5.269368372163022451e-01,3.678824532469822384e-02
5.279987653092090005e-02,1.051331868526141494e-01,7.819508084865102182e-01,5.171959089462702108e-01,4.493970279134607004e-01
5.531415636572665356e-02,7.757410273525637834e-01,9.505462640054245238e-01,5.272305474541668646e-01,1.143033309772842759e-01
5.782843620053240707e-02,9.517396957007399072e-01,9.947335672949172425e-01,5.309148498000582084e-01,2.672309804775074155e-02
6.034271603533816752e-02,7.211674501971301332e-01,9.366969566618634779e-01,5.286477231985674541e-01,1.419857432449883328e-01
6.285699587014392797e-02,5.063455088225136264e-02,7.680905890429664540e-01,5.191302740158898477e-01,4.769962989664760511e-01
6.537127570494968842e-02,8.040046751774432288e-01,9.573778306058174925e-01,5.321864961251270287e-01,1.011815671740426137e-01
6.788555553975543500e-02,6.730055028638906034e-01,9.243857751637587494e-01,5.310891755457527452e-01,1.666928764729984080e-01
7.039983537456119544e-02,6.414206851999008085e-01,9.163776562313611374e-01,5.315869943840477729e-01,1.826627394202046950e-01
7.291411520936695589e-02,6.199452477711838716e-01,9.109090103551810147e-01,5.322301754312934730e-01,1.935935594799205739e-01
7.542839504417270247e-02,1.541832676738043306e-02,7.590166275348226854e-01,5.217828855806142530e-01,4.950525761092685606e-01
